song_title,artist_name,lyrics
L.A.X.
 by The Game
- 
Untold Story
 by The Game
- 
Daily Operation
 by Gang Starr 
(Signed by DJ Premier)
- 
Hard To Earn
 by Gang Starr 
(Signed by DJ Premier)
- 
Moment of Truth
 by Gang Starr 
(Signed by DJ Premier)
- 
The Ownerz
 by Gang Starr 
(Signed by DJ Premier)
- 
Step In The Arena
 by Gang Starr 
(Signed by DJ Premier)
- 
Full Clip: A Decade of Gang Starr
 by Gang Starr
- 
No More Mr. Nice Guy
 by Gang Starr
- 
Making Trouble
 by Geto Boys
- 
Apollo Kids
 by Ghostface Killah
- 
The Big Doe Rehab
 by Ghostface Killah
- 
Bulletproof Wallets
 by Ghostface Killah
- 
Fishscale
 by Ghostface Killah
- 
Ghostdini: The Wizard of Poetry In Emerald City
 by Ghostface Killah
- 
Ironman
 by Ghostface Killah
- 
More Fish
 by Ghostface Killah
- 
The Pretty Toney Album
 by Ghostface Killah
- 
Put It On The Line
 by Ghostface Killah
- 
Sour Soul
 by Ghostface Killah
- 
Supreme Clientele
 by Ghostface Killah
- 
Twelve Reasons To Die
 by Ghostface Killah
- 
Twelve Reasons To Die: The Brown Tape
 by Ghostface Killah
- 
Twelve Reasons To Die II
 by Ghostface Killah
- 
36 Seasons
 by Ghostface Killah
- 
No Goats, No Glory
 by The Goats
- 
Soul Food
 by Goodie Mob
- 
The Art of Dying
 by Goretex
- 
Don't Go Against The Grain
 by GP Wu
- 
By Design
 by Grand Agent
- 
Reel To Reel
 by Grand Puba
- 
2000
 by Grand Puba
- 
Nightmare In A-Minor
 by Gravediggaz
- 
The Pick, the Sickle and the Shovel
 by Gravediggaz
- 
6 Feet Deep
 by Gravediggaz
- 
Together/Apart
 by Grieves
- 
Livin' Proof
 by Group Home
- 
Chemistry 1.5
 by Grynch
- 
Beg For Mercy
 by G-Unit
- 
TOS (Terminate On Sight)
 by G-Unit
- 
Jazzmatazz Vol. 2: The New Reality
 by Guru
- 
Jazzmatazz Vol. 3: Streetsoul
 by Guru
- 
Presents Illkid Records
 by Guru
- 
Beneath The Surface
 by GZA
- 
Grandmasters
 by GZA & DJ Muggs 
(Signed by DJ Muggs)
- 
Legend of the Liquid Sword
 by GZA
- 
Liquid Swords
 by GZA
- 
Pro Tools
 by GZA
- 
Words From The Genius (1994 Reissue)
 by GZA
- 
Words From The Genius (2006 Reissue)
 by GZA
H
- 
Milion
 by Half-A-Mill
- 
So...How's Your Girl?
 by Handsome Boy Modeling School
- 
The Multi-Platinum Debut Album
 by Hangar 18
- 
No Skits Vol. 1
 by Hangmen 3
- 
Ism & Blues
 by Hard 2 Obtain
- 
The Kush
 by Havoc
- 
Blue Funk
 by Heavy D & The Boyz
- 
Peaceful Journey
 by Heavy D & The Boyz
- 
Heavy Metal Kings
 by Heavy Metal Kings
- 
Razah's Ladder
 by Hell Razah & Blue Sky Black Death
- 
Renaissance Child
 by Hell Razah
- 
D.I.R.T. (Da Incredible Rap Team)
 by Heltah Skeltah 
(Signed by Rock)
- 
Magnum Force
 by Heltah Skeltah 
(Signed by Rock)
- 
Nocturnal
 by Heltah Skeltah 
(Signed by Rock) (Posters signed by Geologic, Buckshot, Skyzoo & Torae)
- 
Air Force 1 EP
 by The High & Mighty
- 
The Highlite Zone
 by The High & Mighty
- 
Home Field Advantage
 by The High & Mighty
- 
Hi-Teknology
 by Hi-Tek
- 
Hi-Teknology 2: The Chip
 by Hi-Tek
- 
First of a Living Breed
 by Homeboy Sandman 
(Signed by Homeboy Sandman)
- 
The Good Sun
 by Homeboy Sandman 
(Signed by Homeboy Sandman)
- 
Hallways
 by Homeboy Sandman
- 
House of Pain: Fine Malt Lyrics
 by House of Pain
- 
Same As It Ever Was
 by House of Pain
- 
Bulletproof
 by Hush
I
- 
AmeriKKKa's Most Wanted
 by Ice Cube
- 
Death Certificate
 by Ice Cube
- 
Kill At Will EP
 by Ice Cube
- 
Lethal Injection
 by Ice Cube
- 
The Predator
 by Ice Cube
- 
Ice-T VI: Return of the Real
 by Ice-T
- 
O.G. Original Gangster
 by Ice-T
- 
Power
 by Ice-T
- 
Rhyme Pays
 by Ice-T
- 
Creep Wit' Me
 by Ill Al Skratch
- 
Black Metal
 by Ill Bill 
(Signed by Ill Bill)
- 
Ill Bill Is The Future Vol. II: I'm A Goon!
 by Ill Bill 
(Signed by Ill Bill)
- 
What's Wrong With Bill
 by Ill Bill 
(Signed by Ill Bill and Necro)
- 
Kill Devil Hills
 by Ill Bill & DJ Muggs 
(Signed by Ill Bill and DJ Muggs)
- 
The Grimy Awards
 by Ill Bill
- 
The Hour of Reprisal
 by Ill Bill
- 
The Martyr
 by Immortal Technique 
 (Signed by Immortal Technique)
- 
Revolutionary Vol. 1
 by Immortal Technique 
 (Signed by Immortal Technique)
- 
Revolutionary Vol. 2
 by Immortal Technique 
 (Signed by Immortal Technique)
- 
The 3rd World
 by Immortal Technique 
 (Signed by Immortal Technique)
- 
Blood Thicker Than Water Vol. 1
 by Infamous Mobb
- 
Special Edition
 by Infamous Mobb
- 
The Movement
 by Inspectah Deck
- 
The Resident Patient
 by Inspectah Deck
- 
Uncontrolled Substance
 by Inspectah Deck
J
- 
Born Sinner
 by J. Cole
- 
Cole World: The Sideline Story
 by J. Cole
- 
2014 Forest Hills Drive
 by J. Cole
- 
Donuts
 by J. Dilla
- 
Ruff Draft
 by J. Dilla
- 
Supersonic
 by J.J. Fad
- 
History In The Making
 by J.R. Writer
- 
Writer's Block 4
 by J.R. Writer
- 
Blood In My Eye
 by Ja Rule
- 
Venni Vetti Vecci
 by Ja Rule
- 
Kiss of Death
 by Jadakiss
- 
Kiss Tha Game Goodbye
 by Jadakiss
- 
The Last Kiss
 by Jadakiss
- 
The Time Is Now: The Official Mixtape
 by Jae Millz
- 
God vs. Satan
 by Jakki The Motamouth
- 
Champion Sound
 by Jaylib
- 
Follow Me Home
 by Jay Rock
- 
American Gangster
 by Jay-Z
- 
The Black Album
 by Jay-Z
- 
The Blueprint
 by Jay-Z
- 
The Blueprint 2: The Gift & The Curse
 by Jay-Z
- 
The Blueprint 3
 by Jay-Z
- 
The Dynasty: Roc La Familia
 by Jay-Z
- 
Kingdom Come
 by Jay-Z
- 
Magna Carta Holy Grail
 by Jay-Z
- 
Reasonable Doubt
 by Jay-Z
- 
Vol. 1: In My Lifetime
 by Jay-Z
- 
Vol. 2: Hard Knock Life
 by Jay-Z
- 
Vol. 3: Life and Times of S. Carter
 by Jay-Z
- 
Watch The Throne
 by Jay-Z & Kanye West
- 
Attack of the Attacking Things: The Dirty Mixes
 by Jean Grae
- 
The Bootleg of the Bootleg EP
 by Jean Grae
- 
This Week
 by Jean Grae
- 
A History of Violence
 by Jedi Mind Tricks 
(Signed by Vinnie Paz)
- 
Legacy of Blood
 by Jedi Mind Tricks 
(Signed by Vinnie Paz)
- 
The Psycho Social...LP
 by Jedi Mind Tricks 
(Signed by Vinnie Paz)
- 
Servants In Heaven, Kings In Hell
 by Jedi Mind Tricks 
(Signed by Vinnie Paz)
- 
Violent By Design
 by Jedi Mind Tricks 
(Signed by Vinnie Paz)
- 
Visions of Gandhi
 by Jedi Mind Tricks 
(Signed by Vinnie Paz)
- 
The Thief and the Fallen
 by Jedi Mind Tricks
- 
Violence Begets Violence
 by Jedi Mind Tricks
- 
The Sun Rises In The East
 by Jeru The Damaja
- 
Wrath of the Math
 by Jeru The Damaja
- 
Grass Roots: Lyrical Fluctuations EP
 by Jigmastas
- 
Infectious
 by Jigmastas 
(Signed by DJ Spinna)
- 
The Emcee's Properganda
 by Jin
- 
The Rest Is History
 by Jin
- 
100 Grand Jin
 by Jin
- 
Key To The Kuffs
 by JJ Doom
- 
All of the Above
 by J-Live
- 
The Hear After
 by J-Live
- 
Underground Emperor
 by J-Love
- 
Joe Budden
 by Joe Budden
- 
Not Your Average Joe
 by Joe Scudda
- 
The Brick / Bodega Chronicles
 by Joell Ortiz 
(Signed by Joell Ortiz)
- 
Free Agent
 by Joell Ortiz
- 
House Slippers
 by Joell Ortiz
- 
Human
 by Joell Ortiz & Illmind
- 
B4.DA.$$
 by Joey Bada$$
- 
Poly Sci
 by John Forte
- 
Y'all About To See
 by Johnny Blanco
- 
Done By The Forces of Nature
 by Jungle Brothers
- 
Straight Out The Jungle
 by Jungle Brothers
- 
Conspiracy
 by Junior M.A.F.I.A
- 
Feedback
 by Jurassic 5
- 
Quality Control
 by Jurassic 5
- 
All Fates Have Changed
 by Jus Allah
- 
VII
 by Just-Ice
K
- 
The College Dropout
 by Kanye West
- 
Graduation
 by Kanye West
- 
Late Registration
 by Kanye West
- 
My Beautiful Dark Twisted Fantasy
 by Kanye West
- 
808's & Heartbreak
 by Kanye West
- 
Enigma
 by Keith Murray
- 
He's Keith Murray
 by Keith Murray
- 
It's A Beautiful Thing
 by Keith Murray
- 
The Most Beautifullest Thing In This World
 by Keith Murray
- 
Rap-Murr-Phobia (The Fear of Real Hip-Hop)
 by Keith Murray
- 
The In Crowd
 by Kidz In The Hall
- 
Land of Make Believe
 by Kidz In The Hall
- 
Occasion
 by Kidz In The Hall
- 
School Was My Hustle
 by Kidz In The Hall
- 
Behind Stained Glass
 by Killah Priest
- 
Heavy Mental
 by Killah Priest
- 
The Offering
 by Killah Priest
- 
Dirty Weaponry
 by Killarmy
- 
Fear, Love and War
 by Killarmy
- 
Silent Weapons For Quiet Wars
 by Killarmy
- 
Monster
 by Killer Mike
- 
R.A.P. Music
 by Killer Mike
- 
Take Me To Your Leader
 by King Geedorah
- 
Mystics of the God
 by King Just
- 
Strictly Ghetto EP
 by King Sun
- 
XL
 by King Sun
- 
Black Bastards
 by KMD
- 
Mr. Hood
 by KMD
- 
The Giancana Story
 by Kool G. Rap
- 
Roots of Evil
 by Kool G. Rap
- 
4,5,6
 by Kool G. Rap
- 
Live and Let Die
 by Kool G. Rap & DJ Polo
- 
Road To The Riches
 by Kool G. Rap & DJ Polo
- 
Wanted: Dead or Alive
 by Kool G. Rap & DJ Polo
- 
Matthew
 by Kool Keith
- 
Spankmaster
 by Kool Keith
- 
Thug On Da Line
 by Krayzie Bone
- 
I Got Next
 by KRS-One
- 
Keep Right CD/DVD
 by KRS-One
- 
KRS-One
 by KRS-One
- 
Return of the Boom Bap
 by KRS-One 
(Signed by KRS-One)
- 
The Sneak Attack
 by KRS-One
- 
Survival Skills
 by KRS-One & Buckshot
- 
Hip Hop Lives
 by KRS-One & Marley Marl
- 
A Constipated Monkey
 by Kurious
- 
II
 by Kurious
L
- 
A Brand You Can Trust
 by La Coka Nostra 
(Signed by Slaine)
- 
Masters of the Dark Arts
 by La Coka Nostra
- 
My Brother's Keeper
 by Lake & Cormega
- 
The Lost Tribe of Shabazz
 by Lakim Shabazz
- 
The LP
 by Large Professor
- 
Main Source
 by Large Professor
- 
Professor @ Large
 by Large Professor
- 
Re:Living
 by Large Professor
- 
1st Class
 by Large Professor
- 
The Miseducation of Lauryn Hill
 by Lauryn Hill
- 
A Future Without A Past...
 by Leaders of the New School
- 
T.I.M.E.
 by Leaders of the New School
- 
Waterworld
 by Leak Bros
- 
U Gotta Feel Me
 by Lil' Flip
- 
Hard Core
 by Lil' Kim
- 
The Chitlin Circuit 1.5
 by Little Brother 
(Signed by Phonte & Rapper Big Pooh)
- 
The Listening
 by Little Brother 
(Signed by Phonte & Rapper Big Pooh)
- 
The Minstrel Show
 by Little Brother 
(Signed by Phonte & Rapper Big Pooh)
- 
Bigger and Deffer
  by LL Cool J
- 
Mama Said Knock You Out
  by LL Cool J
- 
Mr. Smith
  by LL Cool J
- 
Phenomenon
  by LL Cool J
- 
Radio
  by LL Cool J
- 
Walking With A Panther
  by LL Cool J
- 
14 Shots To The Dome
  by LL Cool J
- 
The Hunger For More
 by Lloyd Banks
- 
Rotten Apple
 by Lloyd Banks
- 
Soundpieces: Da Antidote!
 by Lootpack
- 
Return of the Funky Man
 by Lord Finesse
- 
Funky Technician
 by Lord Finesse & DJ Mike Smooth
- 
The 5% Album
 by Lord Jamar
- 
Make It Reign
 by Lord Tariq & Peter Gunz
- 
Here Come The Lords
 by Lords of the Underground
- 
LB IV Life
 by Lost Boyz
- 
Legal Drug Money
 by Lost Boyz
- 
Love, Peace & Nappiness
 by Lost Boyz
- 
Misery Loves Comedy
 by Louis Logic
- 
Money, Power, Respect
 by The Lox
- 
We Are The Streets
 by The Lox
- 
Chicken-N-Beer
 by Ludacris
- 
Word of Mouf
 by Ludacris
- 
Operation Stackola
 by Luniz
- 
The Cool
 by Lupe Fiasco
- 
Food & Liquor
 by Lupe Fiasco
- 
Food & Liquor II: The Great American Rap Album Pt. 1
 by Lupe Fiasco
- 
Lasers
 by Lupe Fiasco
- 
Tetsuo & Youth
 by Lupe Fiasco
- 
Same Shit, Different Day
 by Lyrics Born
M
- 
Firing Squad
 by M.O.P
- 
First Family 4 Life
 by M.O.P
- 
Foundation
 by M.O.P
- 
Salutes The St. Marxmen
 by M.O.P
- 
To The Death
 by M.O.P
- 
Warriorz
 by M.O.P
- 
Double Up
 by Ma$e
- 
Harlem World
 by Ma$e
- 
Welcome Back
 by Ma$e
- 
Blue Slide Park
 by Mac Miller
- 
The Heist
 by Macklemore & Ryan Lewis
- 
The Heist: Deluxe Edition
 by Macklemore & Ryan Lewis
- 
Confessions of a Ghostwriter
 by Mad Skillz
- 
From Where???
 by Mad Skillz
- 
Tell 'Em Why U Madd
 by The Madd Rapper
- 
Classic Limited Edition
 by Made Men
- 
Madvillainy
 by Madvillain
- 
Breaking Atoms
 by Main Source
- 
Fuck What You Think
 by Main Source
- 
If Tomorrow Comes...
 by Maino
- 
Port Authority
 by Marco Polo
- 
This Little Light of Mine EP
 by Marz Lovejoy
- 
MA_DOOM: Son of Yvonne
 by Masta Ace
- 
Sittin' On Chrome
 by Masta Ace 
(Signed by Masta Ace)
- 
Slaughtahouse
 by Masta Ace 
(Signed by Masta Ace)
- 
Take A Look Around
 by Masta Ace 
(Signed by Masta Ace)
- 
Made In Brooklyn
 by Masta Killa
- 
No Said Date CD/DVD
 by Masta Killa 
(Signed by Masta Killa)
- 
Selling My Soul
 by Masta Killa
- 
Love, Hell or Right (Da Come Up)
 by Mathematics
- 
Laid In Full, Chapter 2
 by M-Boogie
- 
Act Like You Know
 by MC Lyte
- 
Ain't No Other
 by MC Lyte
- 
It's Very Stimulating EP
 by MC Paul Barman
- 
Paullelujah!
 by MC Paul Barman
- 
Return of the Product
 by MC Serch
- 
Escape From Havana
 by Mellow Man Ace
- 
Coming of Age
 by Memphis Bleek
- 
The Understanding
 by Memphis Bleek
- 
The Meth Lab
 by Method Man
- 
Tical
 by Method Man
- 
Tical 2000: Judgement Day
 by Method Man
- 
Tical 0: The Prequel
 by Method Man
- 
4:21...The Day After
 by Method Man
- 
Blackout!
 by Method Man & Redman
- 
Self Induced Illness
 by Meyhem Lauren
- 
Born Like This
 by MF DOOM
- 
MM...Food
 by MF DOOM
- 
Operation: Doomsday!
 by MF DOOM
- 
American Hunger
 by MF Grimm
- 
Scars & Memories
 by MF Grimm
- 
Lace Up
 by MGK
- 
The Natural
 by Mic Geronimo
- 
Vendetta
 by Mic Geronimo
- 
Da Miilkrate
 by Miilkbone
- 
Who Is Mike Jones?
 by Mike Jones
- 
Amerikaz Nightmare
 by Mobb Deep
- 
Blood Money
 by Mobb Deep
- 
Hell On Earth
 by Mobb Deep
- 
The Infamous
 by Mobb Deep
- 
The Infamous Archives
 by Mobb Deep
- 
Infamy
 by Mobb Deep
- 
Juvenile Hell
 by Mobb Deep
- 
Murda Muzik
 by Mobb Deep
- 
Down To Earth
 by Monie Love
- 
In A Word Or 2
 by Monie Love
- 
Black On Both Sides
 by Mos Def
- 
The Ecstatic
 by Mos Def
- 
The New Danger
 by Mos Def
- 
Self: Volume 1
 by Mountain Brothers
- 
Triple Crown
 by Mountain Brothers
- 
Barn of the Naked Dead
 by Mr. Hyde
- 
Pity The Fool...
 by Mr. Len
- 
Emergency Rations EP
 by Mr. Lif
- 
I Heard It Today
 by Mr. Lif
- 
I Phantom
 by Mr. Lif
- 
Mo' Mega
 by Mr. Lif
- 
The End of the Beginning
 by Murs 
(Signed by Murs)
- 
3:16: The 9th Edition
 by Murs & 9th Wonder 
(Signed by Murs)
- 
Cuts For Luck and Scars For Freedom
 by Mystic
N
- 
Niggaz4Life
 by N.W.A
- 
Straight Outta Compton
 by N.W.A
- 
100 Miles and Runnin' EP
 by N.W.A
- 
Chicago Picasso
 by Naledge
- 
God's Son
 by Nas
- 
Hip Hop Is Dead
 by Nas
- 
I Am...
 by Nas
- 
Illmatic
 by Nas 
(Signed by Nas)
- 
Illmatic: 10 Year Anniversary
 by Nas
- 
It Was Written
 by Nas
- 
Life Is Good
 by Nas
- 
The Lost Tapes
 by Nas
- 
Nastradamus
 by Nas
- 
Stillmatic
 by Nas
- 
Street's Disciple
 by Nas
- 
Untitled
 by Nas
- 
Distant Relatives
 by Nas & Damian Marley
- 
Music & Me
 by Nate Dogg
- 
For All Seasons
 by Nature
- 
Wild Gremlinz
 by Nature
- 
Naughty By Nature
 by Naughty By Nature
- 
Povery's Paradise
 by Naughty By Nature
- 
19 Naughty III
 by Naughty By Nature
- 
19 Naughty Nine: Nature's Fury
 by Naughty By Nature
- 
Gory Days
 by Necro
- 
I Need Drugs
 by Necro
- 
The Pre-Fix For Death
 by Necro
- 
Rare Demos & Freestyles Vol. 1
 by Necro
- 
Rare Demos & Freestyles Vol. 2
 by Necro
- 
Rare Demos & Freestyles Vol. 3
 by Necro
- 
Clones
 by The Neptunes
- 
Ain't A Damn Thing Changed
 by Nice & Smooth
- 
Nighthawks
 by Nighthawks
- 
The Future Is Now
 by Non Phixion 
(Signed by Ill Bill & DJ Eclipse)
- 
The Green CD/DVD
 by Non Phixion 
(Signed by Ill Bill & DJ Eclipse)
- 
God's Favorite
 by Noreaga
- 
Melvin Flynt- Da Hustler
 by Noreaga
- 
N.O.R.E.
 by Noreaga
- 
Born Again
 by The Notorious B.I.G
- 
Life After Death
 by The Notorious B.I.G
- 
Ready To Die
 by The Notorious B.I.G
- 
Hood Treason: The Warm Up Album
 by NYOIL
O
- 
Bon Appetit
 by O.C
- 
Jewelz
 by O.C
- 
Trophies
 by O.C
- 
Word...Life
 by O.C
- 
Cheers
 by Obie Trice
- 
Second Round's On Me
 by Obie Trice
- 
Projekt: Building
 by Oktober
- 
Nigga Please
 by Ol' Dirty Bastard
- 
Osirus
 by Ol' Dirty Bastard
- 
Return To The 36 Chambers: The Dirty Version
 by Ol' Dirty Bastard
- 
S.O.N.O.G.R.A.M.
 by One Be Lo
- 
All We Got Iz Us
 by Onyx
- 
Bacdafucup
 by Onyx
- 
Shut 'Em Down
 by Onyx
- 
The Equinox
 by Organized Konfusion
- 
Organized Konfusion
 by Organized Konfusion
- 
Stress: The Extinction Agenda
 by Organized Konfusion
- 
Blood & Ashes
 by Outerspace
- 
Blood Brothers
 by Outerspace
- 
God's Fury
 by Outerspace
- 
Outerspace
 by Outerspace
- 
Aquemini
 by Outkast
- 
ATLiens
 by Outkast
- 
Idlewild
 by Outkast
- 
Southernplayalisticadillacmuzik
 by Outkast
- 
Speakerboxxx / The Love Below
 by Outkast
- 
Stankonia
 by Outkast
- 
The Bricks
 by Outsidaz 
(Signed by Pacewon)
- 
Night Life EP
 by Outsidaz 
(Signed by Pacewon)
P
- 
No Way Out
 by P. Diddy
- 
Won
 by Pacewon 
(Signed by Pacewon)
- 
Sonic Jihad
 by Paris
- 
The People's Champ
 by Paul Wall
- 
Perseverance
 by Percee P
- 
Black Dialogue
 by The Perceptionists
- 
Soul Survivor II
 by Pete Rock
- 
All Souled Out EP
 by Pete Rock & C.L. Smooth
- 
The Main Ingredient
 by Pete Rock & C.L. Smooth
- 
Mecca and The Soul Brother
 by Pete Rock & C.L. Smooth
- 
Bizarre Ride II The Pharcyde
 by Pharcyde
- 
Cydeways: The Best of the Pharcyde
 by Pharcyde
- 
Labcabincalifornia
 by Pharcyde
- 
Plain Rap
 by Pharcyde
- 
Desire
 by Pharoahe Monch 
(Signed by Pharoahe Monch)
- 
W.A.R. (We Are Renegades)
 by Pharoahe Monch 
(Signed by Pharoahe Monch)
- 
Internal Affairs
 by Pharoahe Monch
- 
PTSD: Post Traumatic Stress Disorder
 by Pharoahe Monch
- 
Charity Starts At Home
 by Phonte
- 
M.I.A.M.I.
 by Pitbull
- 
Pitch Black Law
 by Pitch Black
- 
Black Belt Theatre
 by Planet Asia
- 
High End Cloths EP
 by Planet Asia
- 
Shade Business
 by PMD
- 
Break Glass
 by Polyrhythm Addicts
- 
Black Business
 by Poor Righteous Teachers
- 
Holy Intellect
 by Poor Righteous Teachers
- 
Pure Poverty
 by Poor Righteous Teachers
- 
The Underground Emperor
 by Pop Da Brown Hornet
- 
Ghetto Superstar
 by Pras
- 
PreC.I.S.E.-ly Done
 by The PreC.I.S.E. M.C
- 
Dust To Dust
 by Prime Minister Pete Nice
- 
H.N.I.C.
 by Prodigy
- 
Return of the Mac
 by Prodigy
- 
Ghetty Green
 by Project Pat
- 
Searching For Jerry Garcia
 by Proof
- 
The Death of Frequent Flyer
 by Psalm One
- 
The Psycho Realm
 by The Psycho Realm
- 
Apocalypse '91: The Enemy Strikes Black
 by Public Enemy
- 
Fear of a Black Planet
 by Public Enemy
- 
It Takes A Nation...
 by Public Enemy
- 
Muse Sick-N-Hour Mess Age
 by Public Enemy
- 
Yo! Bum Rush The Show
 by Public Enemy
- 
Orange Moon Over Brooklyn
 by Pumpkinhead
- 
King Push- Darkest Before Dawn: The Prelude
 by Pusha T
Q
- 
Amplified
 by Q-Tip
- 
The Renaissance
 by Q-Tip
- 
Black Reign
 by Queen Latifah
- 
Nature of a Sista
 by Queen Latifah
- 
Vengeance Is Mine
 by Q-Unique 
(Signed by Q-Unique)
R
- 
Die, Rugged Man, Die
 by R.A. The Rugged Man
- 
Legends Never Die
 by R.A. The Rugged Man
- 
The Best of Both Worlds
 by R. Kelly & Jay-Z
- 
F.I.L.A. (Fly International Luxurious Art)
 by Raekwon
- 
Immobilarity
 by Raekwon
- 
The Lex Diamond Story
 by Raekwon
- 
Only Built 4 Cuban Linx...
 by Raekwon
- 
Only Built 4 Cuban Linx...Pt. II
 by Raekwon
- 
Shaolin vs Wu-Tang
 by Raekwon
- 
Dirty Harriet
 by Rah Digga
- 
Make The Music 2000
 by Rahzel
- 
Crown of Thorns
 by Rakaa
- 
The Master
 by Rakim
- 
The Seventh Seal
 by Rakim
- 
The 18th Letter
 by Rakim
- 
Scout's Honor: By Way of Blood
 by Rampage
- 
Random Axe
 by Random Axe
- 
Sleepers
 by Rapper Big Pooh 
(Signed by Rapper Big Pooh)
- 
Soul On Ice
 by Ras Kass
- 
Clipse Presents: Re-Up Gang
 by Re-Up Gang
- 
Dare Iz A Darkside
 by Redman
- 
Doc's Da Name 2000
 by Redman
- 
Malpractice
 by Redman
- 
Muddy Waters
 by Redman
- 
Red Gone Wild: Thee Album
 by Redman
- 
Reggie
 by Redman
- 
Whut? Thee Album
 by Redman
- 
Revolutions Per Minute
 by Reflection Eternal
- 
Train of Thought
 by Reflection Eternal
- 
The Genuine Article
 by Remedy
- 
There's Something About Remy: Based On A True Story
 by Remy Ma
- 
Distortion
 by Rev Run
- 
Blue Collar
 by Rhymefest
- 
Since We Last Spoke
 by RJD2
